"id","recipe_id","name","quantity","position","created_at","updated_at"
23154433,2859798,"玉ねぎ","1個",3,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23154434,2859798,"オリーブオイル","大匙２",4,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23154435,2859798,"ナツメグ","少々",5,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23154436,2859798,"コンソメキューブ","1個",6,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23154437,2859798,"塩胡椒","少々",7,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23154438,2859798,"トマトソース","",8,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23154439,2859798,"トマト缶詰","1/2缶",9,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23154440,2859798,"にんにく","ひとカケ",10,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23154441,2859798,"オリーブオイル","大匙１",11,"2014-10-31 19:42:35","2014-10-31 19:42:35"
23274760,2871692,"ご飯","２合",1,"2014-11-06 19:46:42","2014-11-06 19:46:42"
23274761,2871692,"★枝豆","茹でて鞘を外した状態で100g",2,"2014-11-06 19:46:42","2014-11-06 19:46:42"
23274762,2871692,"★乾燥桜海老","5〜10g",3,"2014-11-06 19:46:42","2014-11-06 19:46:42"
23274763,2871692,"★白だし","大さじ2",4,"2014-11-06 19:46:42","2014-11-06 19:46:42"
23274764,2871692,"★胡麻油","大さじ1/2",5,"2014-11-06 19:46:42","2014-11-06 19:46:42"
23274765,2871692,"白胡麻","適量",6,"2014-11-06 19:46:42","2014-11-06 19:46:42"
23383246,2880237,"ごはん","茶碗1杯分",1,"2014-11-12 11:15:37","2014-11-12 11:15:37"
23383247,2880237,"蜂蜜梅干し","1個",2,"2014-11-12 11:15:37","2014-11-12 11:15:37"
23383248,2880237,"大葉","一枚",3,"2014-11-12 11:15:37","2014-11-12 11:15:37"
23444189,2885294,"お米","1/2カップ",1,"2014-11-15 12:22:23","2014-11-15 12:22:23"
23444190,2885294,"水","3カップ（600cc）",2,"2014-11-15 12:22:23","2014-11-15 12:22:23"
23444191,2885294,"ミックスビーンズ缶（ドライパック）","1缶（140g）",3,"2014-11-15 12:22:23","2014-11-15 12:22:23"
23444192,2885294,"塩","小匙1/2",4,"2014-11-15 12:22:23","2014-11-15 12:22:23"
23444193,2885294,"しらす","適量",5,"2014-11-15 12:22:23","2014-11-15 12:22:23"
23444194,2885294,"胡麻油","少々",6,"2014-11-15 12:22:23","2014-11-15 12:22:23"
23444195,2885294,"青ネギ","あれば適量",7,"2014-11-15 12:22:23","2014-11-15 12:22:23"
23870001,2917748,"米","3合",1,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870002,2917748,"冷凍海老","100g",2,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870003,2917748,"バター","大匙1",3,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870004,2917748,"玉ねぎ","1/2個",4,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870005,2917748,"ニンニク","一片",5,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870006,2917748,"人参","5㎝くらい",6,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870007,2917748,"パプリカ","1/4個",7,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870008,2917748,"コーン（ホールタイプの缶詰）","大さじ山盛り2杯",8,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870009,2917748,"白ワイン","大匙1",9,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870010,2917748,"塩胡椒","少々",10,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870011,2917748,"粉末スープ","小匙1",11,"2014-12-07 13:35:25","2014-12-07 13:35:25"
23870012,2917748,"ホワイトソース（市販品でもOK）","お好みで",12,"2014-12-07 13:35:25","2014-12-07 13:35:25"
24640301,2975864,"卵","3個",0,"2015-01-22 13:49:25","2015-01-22 13:49:25"
24640302,2975864,"山芋","1/2本",1,"2015-01-22 13:49:25","2015-01-22 13:49:25"
24640303,2975864,"キャベツ","2枚",2,"2015-01-22 13:49:25","2015-01-22 13:49:25"
24640304,2975864,"粉末和風だし","小さじ2",3,"2015-01-22 13:49:25","2015-01-22 13:49:25"
24640305,2975864,"鰹節","ふたつまみ",4,"2015-01-22 13:49:25","2015-01-22 13:49:25"
24640306,2975864,"醤油","適量",5,"2015-01-22 13:49:25","2015-01-22 13:49:25"
24640307,2975864,"油","大さじ1",6,"2015-01-22 13:49:25","2015-01-22 13:49:25"
25712618,3051757,"椎茸","4個",1,"2015-03-06 12:11:39","2015-03-06 12:11:39"
25712619,3051757," 厚切りベーコン","1枚",2,"2015-03-06 12:11:39","2015-03-06 12:11:39"
25712620,3051757,"バター(炒め用)","大さじ1",3,"2015-03-06 12:11:39","2015-03-06 12:11:39"
25712621,3051757,"塩胡椒","適量",4,"2015-03-06 12:11:39","2015-03-06 12:11:39"
25712622,3051757,"バター(混ぜる時用)","大さじ1／2",5,"2015-03-06 12:11:39","2015-03-06 12:11:39"
25712623,3051757,"醤油","小さじ1",6,"2015-03-06 12:11:39","2015-03-06 12:11:39"
25712624,3051757,"ごはん","2膳分",7,"2015-03-06 12:11:39","2015-03-06 12:11:39"
25712625,3051757,"塩","適量",8,"2015-03-06 12:11:39","2015-03-06 12:11:39"
25712626,3051757,"ブラックペッパー","2振り",9,"2015-03-06 12:11:39","2015-03-06 12:11:39"
26233265,3087989,"玉ねぎ","1個",1,"2015-03-26 14:40:56","2015-03-26 14:40:56"
26233266,3087989,"クレソン","2束",2,"2015-03-26 14:40:56","2015-03-26 14:40:56"
26233267,3087989,"ベーコン","5枚",3,"2015-03-26 14:40:56","2015-03-26 14:40:56"
26233268,3087989,"卵","3個",4,"2015-03-26 14:40:56","2015-03-26 14:40:56"
26233269,3087989,"塩","適量",5,"2015-03-26 14:40:56","2015-03-26 14:40:56"
26233270,3087989,"胡椒","適量",6,"2015-03-26 14:40:56","2015-03-26 14:40:56"
26233271,3087989,"オリーブオイル(卵焼き用)","大さじ1/2",7,"2015-03-26 14:40:56","2015-03-26 14:40:56"
26233272,3087989,"オリーブオイル","大さじ1",8,"2015-03-26 14:40:56","2015-03-26 14:40:56"
27008266,3149277,"かぼちゃ","1/4カット",1,"2015-04-30 00:39:09","2015-04-30 00:39:09"
27008267,3149277,"玉ねぎ","小1玉",2,"2015-04-30 00:39:09","2015-04-30 00:39:09"
27008268,3149277,"バター","10g",3,"2015-04-30 00:39:09","2015-04-30 00:39:09"
27008269,3149277,"水","適量",4,"2015-04-30 00:39:09","2015-04-30 00:39:09"
27008270,3149277,"コンソメ","1キューブ",5,"2015-04-30 00:39:09","2015-04-30 00:39:09"
27008271,3149277,"牛乳","適量",6,"2015-04-30 00:39:09","2015-04-30 00:39:09"
27008272,3149277,"塩コショウ","適量",7,"2015-04-30 00:39:09","2015-04-30 00:39:09"
27007736,3149509,"パスタ","200g",0,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007737,3149509,"玉ねぎ","小1/2玉",1,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007738,3149509,"スライスベーコン","5枚",2,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007739,3149509,"エリンギ","大1個",3,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007740,3149509,"牛乳","200cc",4,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007741,3149509,"コンソメ","小さじ1/2",5,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007742,3149509,"クリームチーズ","45g",6,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007743,3149509,"塩コショウ","適量",7,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007744,3149509,"オリーブオイル","適量",8,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007745,3149509,"にんにく","1かけ",9,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27007746,3149509,"(お好みで)小麦粉","適量",10,"2015-04-29 23:57:47","2015-04-29 23:57:47"
27604753,3175084,"★薄くスライスしたタマネギ","1/3玉",1,"2015-05-28 15:27:26","2015-05-28 15:27:26"
27604754,3175084,"★ツナ缶","1かん",2,"2015-05-28 15:27:26","2015-05-28 15:27:26"
27604755,3175084,"★マヨネーズ","大さじ1",3,"2015-05-28 15:27:26","2015-05-28 15:27:26"
27604756,3175084,"★ケチャップ","小さじ1",4,"2015-05-28 15:27:26","2015-05-28 15:27:26"
27604757,3175084,"食パン","2枚",5,"2015-05-28 15:27:26","2015-05-28 15:27:26"
27604758,3175084,"バター","適量",6,"2015-05-28 15:27:26","2015-05-28 15:27:26"
27604759,3175084,"スライスチーズ","1枚",7,"2015-05-28 15:27:26","2015-05-28 15:27:26"
28039090,3241523,"ごはん","多めの1杯",1,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039091,3241523,"高菜漬け","大さじ2",2,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039092,3241523,"鰹節(お好みで)","4g",3,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039093,3241523,"醤油","適量",4,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039094,3241523,"海苔","適量",5,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039095,3241523,"★合挽き肉のそぼろ(ジャー2〜3個分)","",6,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039096,3241523,"合挽き肉","120g",7,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039097,3241523,"酒","大さじ1",8,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039098,3241523,"みりん","大さじ1",9,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039099,3241523,"味噌","小さじ2",10,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039100,3241523,"☆炒り卵","",11,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039101,3241523,"卵","1個",12,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28039102,3241523,"麺つゆ","小さじ1",13,"2015-06-16 22:30:21","2015-06-16 22:30:21"
28350884,3268832,"人参","1本",1,"2015-06-30 22:08:20","2015-06-30 22:08:20"
28350885,3268832,"ハム","8枚",2,"2015-06-30 22:08:20","2015-06-30 22:08:20"
28350886,3268832,"マヨネーズ","大さじ1",3,"2015-06-30 22:08:20","2015-06-30 22:08:20"
28350887,3268832,"オリーブオイル","大さじ1/2",4,"2015-06-30 22:08:20","2015-06-30 22:08:20"
28350888,3268832,"エジプト塩","小さじ2",5,"2015-06-30 22:08:20","2015-06-30 22:08:20"
28350889,3268832,"塩","ひとつまみ",6,"2015-06-30 22:08:20","2015-06-30 22:08:20"
29159240,3338799,"ロースハム","4枚",0,"2015-08-08 21:54:31","2015-08-08 21:54:31"
29159241,3338799,"スライスチーズ","1枚",1,"2015-08-08 21:54:31","2015-08-08 21:54:31"
29159242,3338799,"マヨネーズ","大さじ1〜",2,"2015-08-08 21:54:31","2015-08-08 21:54:31"
29159313,3338799,"食パン(6枚切り)","2枚",3,"2015-08-08 21:56:59","2015-08-08 21:56:59"
29250833,3346789,"大根","4cm程度",0,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29250834,3346789,"トマト","1個",1,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29250835,3346789,"ソーセージ","2本",2,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29250836,3346789,"玉ねぎ","1/4個",3,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29250837,3346789,"水","500cc",4,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29250838,3346789,"コンソメ","大さじ1",5,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29250839,3346789,"カレー粉","大さじ1.5",6,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29250840,3346789,"バター","5g",7,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29250841,3346789,"塩","ひとつまみ",8,"2015-08-14 11:09:05","2015-08-14 11:09:05"
29336892,3351150,"プレーンヨーグルト","100g",1,"2015-08-19 18:14:12","2015-08-19 18:14:12"
29336893,3351150,"マンゴー","1/6個",2,"2015-08-19 18:14:12","2015-08-19 18:14:12"
29336894,3351150,"はちみつ","小さじ1〜",3,"2015-08-19 18:14:12","2015-08-19 18:14:12"
29542012,3372814,"キャベツ","3枚",0,"2015-08-30 16:44:25","2015-08-30 16:44:25"
29542013,3372814,"コンビーフ","40g",1,"2015-08-30 16:44:25","2015-08-30 16:44:25"
29542014,3372814,"オリーブオイル","大さじ1/2",2,"2015-08-30 16:44:25","2015-08-30 16:44:25"
29542015,3372814,"エジプト塩","ひとつまみ",3,"2015-08-30 16:44:25","2015-08-30 16:44:25"
29542017,3372814,"塩","ひと振り",4,"2015-08-30 16:44:25","2015-08-30 16:44:25"
29702327,3389006,"サニーレタス","5、6枚",0,"2015-09-07 07:01:36","2015-09-07 07:01:36"
29702328,3389006,"生ハム","5枚〜 お好みで",1,"2015-09-07 07:01:36","2015-09-07 07:01:36"
29702329,3389006,"桃","1/2こ",2,"2015-09-07 07:01:36","2015-09-07 07:01:36"
29702378,3389006,"オリーブオイル","大さじ1",3,"2015-09-07 07:06:31","2015-09-07 07:06:31"
29702379,3389006,"バルサミコ酢","大さじ1/2",4,"2015-09-07 07:06:31","2015-09-07 07:06:31"
29712593,3389006,"塩","少々",5,"2015-09-07 15:29:50","2015-09-07 15:29:50"
29826667,3389006,"レモン汁","少々",6,"2015-09-12 17:43:47","2015-09-12 17:43:47"
50145371,3403249,"なめたけ","大さじ1",1,"2018-08-22 11:21:30","2018-08-22 11:21:30"
50145372,3403249,"卵（Ｌサイズ）","1個",2,"2018-08-22 11:21:30","2018-08-22 11:21:30"
50145373,3403249,"白だし","大さじ1/2",3,"2018-08-22 11:21:30","2018-08-22 11:21:30"
50145374,3403249,"油","適量",4,"2018-08-22 11:21:30","2018-08-22 11:21:30"
29868133,3404561,"＊合挽き肉","120g",1,"2015-09-14 17:46:16","2015-09-14 17:46:16"
29868134,3404561,"＊酒","大さじ1",2,"2015-09-14 17:46:16","2015-09-14 17:46:16"
29868135,3404561,"＊みりん","大さじ1",3,"2015-09-14 17:46:16","2015-09-14 17:46:16"
29868136,3404561,"＊味噌","小さじ2",4,"2015-09-14 17:46:16","2015-09-14 17:46:16"
29868137,3404561,"エジプト塩","大さじ2〜2.5",5,"2015-09-14 17:46:16","2015-09-14 17:46:16"
29868138,3404561,"塩","適量",6,"2015-09-14 17:46:16","2015-09-14 17:46:16"
29868139,3404561,"ごはん","適量",7,"2015-09-14 17:46:16","2015-09-14 17:46:16"
30061021,3422505,"鶏もも肉","1枚",1,"2015-09-24 16:25:30","2015-09-24 16:25:30"
30061022,3422505,"塩麹","大さじ2",2,"2015-09-24 16:25:30","2015-09-24 16:25:30"
30061023,3422505,"味醂","大さじ1",3,"2015-09-24 16:25:30","2015-09-24 16:25:30"
30061024,3422505,"サラダ油","適量",4,"2015-09-24 16:25:30","2015-09-24 16:25:30"
30061025,3422505,"蒸し焼き用の水","50ccくらい",5,"2015-09-24 16:25:30","2015-09-24 16:25:30"
30211577,3435771,"えのき","1袋",1,"2015-10-01 21:49:34","2015-10-01 21:49:34"
30211578,3435771,"バター","10g",2,"2015-10-01 21:49:34","2015-10-01 21:49:34"
30211579,3435771,"ごまポン酢","大さじ3",3,"2015-10-01 21:49:34","2015-10-01 21:49:34"
30254071,3439672,"ツナ缶","1かん",1,"2015-10-04 09:46:46","2015-10-04 09:46:46"
30254072,3439672,"マヨネーズ","大さじ1と1/2",2,"2015-10-04 09:46:46","2015-10-04 09:46:46"
30254073,3439672,"醤油","少々",3,"2015-10-04 09:46:46","2015-10-04 09:46:46"
30429804,3454940,"ごぼう","1.5本",1,"2015-10-12 20:44:48","2015-10-12 20:44:48"
30429805,3454940,"人参","1/2本",2,"2015-10-12 20:44:48","2015-10-12 20:44:48"
30429806,3454940,"ピーマン","2個",3,"2015-10-12 20:44:48","2015-10-12 20:44:48"
30429807,3454940,"ごま油","適量",4,"2015-10-12 20:44:48","2015-10-12 20:44:48"
30429808,3454940,"しょうがチューブ","3cm",5,"2015-10-12 20:44:48","2015-10-12 20:44:48"
30429809,3454940,"ポン酢","大さじ2",6,"2015-10-12 20:44:48","2015-10-12 20:44:48"
30429810,3454940,"白ごま","大さじ1〜",7,"2015-10-12 20:44:48","2015-10-12 20:44:48"
30429811,3454940,"和風だし","大さじ1/2",8,"2015-10-12 20:44:48","2015-10-12 20:44:48"
30458257,3457318,"ごはん","1杯",1,"2015-10-14 07:23:10","2015-10-14 07:23:10"
30458258,3457318,"大葉","2〜3枚",2,"2015-10-14 07:23:10","2015-10-14 07:23:10"
30458259,3457318,"鮭フレーク","大さじ1.5",3,"2015-10-14 07:23:10","2015-10-14 07:23:10"
30458260,3457318,"白ごま","大さじ1/2",4,"2015-10-14 07:23:10","2015-10-14 07:23:10"
30458261,3457318,"麺つゆ","小さじ1",5,"2015-10-14 07:23:10","2015-10-14 07:23:10"
30554800,3465883,"ほうれん草","1束",1,"2015-10-18 20:36:56","2015-10-18 20:36:56"
30554801,3465883,"コーン","大さじ1〜",2,"2015-10-18 20:36:56","2015-10-18 20:36:56"
30554802,3465883,"バター","10g",3,"2015-10-18 20:36:57","2015-10-18 20:36:57"
30554803,3465883,"醤油","2まわし",4,"2015-10-18 20:36:57","2015-10-18 20:36:57"
30554804,3465883,"塩","適量",5,"2015-10-18 20:36:57","2015-10-18 20:36:57"
30554805,3465883,"胡椒","適量",6,"2015-10-18 20:36:57","2015-10-18 20:36:57"
30554806,3465883,"コンソメ","少々",7,"2015-10-18 20:36:57","2015-10-18 20:36:57"
30644127,3473343,"れんこん","1ふし",1,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644128,3473343,"下準備用 酢水","適量",2,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644129,3473343,"ごま油","大さじ1",3,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644130,3473343,"梅醤","大さじ1と1/2",4,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644131,3473343,"酒","大さじ1と1/2",5,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644132,3473343,"みりん","大さじ1と1/2",6,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644133,3473343,"はちみつ","大さじ1/2",7,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644134,3473343,"めんつゆ","大さじ1と1/2",8,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644135,3473343,"水","大さじ1",9,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30644136,3473343,"白ごま","大さじ1〜 お好みで",10,"2015-10-22 21:22:11","2015-10-22 21:22:11"
30892339,3493505,"ごはん","多めの1杯",1,"2015-11-03 12:01:38","2015-11-03 12:01:38"
30892340,3493505,"柚子胡椒","小さじ1/2",2,"2015-11-03 12:01:38","2015-11-03 12:01:38"
30892341,3493505,"めんつゆ","小さじ1",3,"2015-11-03 12:01:38","2015-11-03 12:01:38"
30892342,3493505,"ゆかり","小さじ1",4,"2015-11-03 12:01:38","2015-11-03 12:01:38"
30892343,3493505,"とろろ昆布","適量",5,"2015-11-03 12:01:38","2015-11-03 12:01:38"
31063951,3507302,"人参","1本",1,"2015-11-09 21:37:36","2015-11-09 21:37:36"
31063952,3507302,"オリーブオイル","大さじ1/2",2,"2015-11-09 21:37:36","2015-11-09 21:37:36"
31063953,3507302,"貝柱缶","1つ",3,"2015-11-09 21:37:36","2015-11-09 21:37:36"
31063954,3507302,"エジプト塩","小さじ2",4,"2015-11-09 21:37:36","2015-11-09 21:37:36"
31097711,3509851,"ごはん","1杯",1,"2015-11-11 07:35:45","2015-11-11 07:35:45"
31097712,3509851,"コーン缶","大さじ1と1/2",2,"2015-11-11 07:35:45","2015-11-11 07:35:45"
31097713,3509851,"バター","大さじ1/2",3,"2015-11-11 07:35:45","2015-11-11 07:35:45"
31097714,3509851,"醤油","小さじ1",4,"2015-11-11 07:35:45","2015-11-11 07:35:45"
31097715,3509851,"おかか","3g",5,"2015-11-11 07:35:45","2015-11-11 07:35:45"
31097716,3509851,"お好みで 塩","少々",6,"2015-11-11 07:35:45","2015-11-11 07:35:45"
31407804,3535234,"生ハム","お好きな量",1,"2015-11-24 15:23:57","2015-11-24 15:23:57"
31407805,3535234,"貝割れ大根","1/4パック",2,"2015-11-24 15:23:57","2015-11-24 15:23:57"
31407806,3535234,"パスタ","80g",3,"2015-11-24 15:23:57","2015-11-24 15:23:57"
31407807,3535234,"オリーブオイル","大さじ2",4,"2015-11-24 15:23:57","2015-11-24 15:23:57"
31407808,3535234,"にんにく","1片",5,"2015-11-24 15:23:57","2015-11-24 15:23:57"
32167638,3602345,"キャベツ","3〜4枚",1,"2016-01-03 19:32:51","2016-01-03 19:32:51"
32167639,3602345,"豚肉","110g",2,"2016-01-03 19:32:51","2016-01-03 19:32:51"
32167640,3602345,"★甜麺醤","大さじ1",3,"2016-01-03 19:32:51","2016-01-03 19:32:51"
32167641,3602345,"★酒","大さじ1",4,"2016-01-03 19:32:51","2016-01-03 19:32:51"
32167642,3602345,"★醤油","大さじ1",5,"2016-01-03 19:32:51","2016-01-03 19:32:51"
32167643,3602345,"★香味ペースト","2センチくらい",6,"2016-01-03 19:32:51","2016-01-03 19:32:51"
32167644,3602345,"ごま油","適量",7,"2016-01-03 19:32:51","2016-01-03 19:32:51"
32167645,3602345,"塩胡椒","適量",8,"2016-01-03 19:32:51","2016-01-03 19:32:51"
32184648,3603993,"大豆ミート","30g",1,"2016-01-04 21:40:46","2016-01-04 21:40:46"
32184649,3603993,"★酒","小さじ2",2,"2016-01-04 21:40:46","2016-01-04 21:40:46"
32184650,3603993,"★みりん","小さじ2",3,"2016-01-04 21:40:46","2016-01-04 21:40:46"
32184651,3603993,"★醤油","小さじ2",4,"2016-01-04 21:40:46","2016-01-04 21:40:46"
32184652,3603993,"★蜂蜜","小さじ1",5,"2016-01-04 21:40:46","2016-01-04 21:40:46"
32184653,3603993,"★生姜チューブ","1㎝ぐらい",6,"2016-01-04 21:40:46","2016-01-04 21:40:46"
32184654,3603993,"ごま油","適量",7,"2016-01-04 21:40:46","2016-01-04 21:40:46"
32184655,3603993,"ごま","適量",8,"2016-01-04 21:40:46","2016-01-04 21:40:46"
32206160,3606249,"大豆ミート(バラ肉タイプ)","約30g",1,"2016-01-06 08:11:37","2016-01-06 08:11:37"
32206161,3606249,"塩コショウ","適量",2,"2016-01-06 08:11:37","2016-01-06 08:11:37"
32206162,3606249,"小麦粉","適量",3,"2016-01-06 08:11:37","2016-01-06 08:11:37"
32206163,3606249,"★パルメザンチーズ","大さじ2",4,"2016-01-06 08:11:37","2016-01-06 08:11:37"
32206164,3606249,"★たまご","1個",5,"2016-01-06 08:11:37","2016-01-06 08:11:37"
32206165,3606249,"★きざみパセリ","お好みで。2つまみぐらい",6,"2016-01-06 08:11:37","2016-01-06 08:11:37"
32206166,3606249,"バター","適量",7,"2016-01-06 08:11:37","2016-01-06 08:11:37"
32206167,3606249,"ケチャップ","お好みで",8,"2016-01-06 08:11:37","2016-01-06 08:11:37"
32510850,3627949,"豚肉","200g",1,"2016-01-20 14:10:00","2016-01-20 14:10:00"
32510851,3627949,"キムチ","100〜200g",2,"2016-01-20 14:10:00","2016-01-20 14:10:00"
32510852,3627949,"玉ねぎ","1玉",3,"2016-01-20 14:10:00","2016-01-20 14:10:00"
32510853,3627949,"キャベツ","数枚",4,"2016-01-20 14:10:00","2016-01-20 14:10:00"
32510854,3627949,"醤油","大さじ1/2",5,"2016-01-20 14:10:00","2016-01-20 14:10:00"
32510855,3627949,"みりん","大さじ1/2",6,"2016-01-20 14:10:00","2016-01-20 14:10:00"
32510856,3627949,"酒","大さじ1/2",7,"2016-01-20 14:10:00","2016-01-20 14:10:00"
32460563,3629429,"スパム","0.5cm〜1cmの薄切り2枚",1,"2016-01-18 09:58:12","2016-01-18 09:58:12"
32460564,3629429,"砂糖","大さじ1",2,"2016-01-18 09:58:12","2016-01-18 09:58:12"
32460565,3629429,"醤油","大さじ1",3,"2016-01-18 09:58:12","2016-01-18 09:58:12"
32460566,3629429,"炒め油","少々",4,"2016-01-18 09:58:12","2016-01-18 09:58:12"
32460567,3629429,"ごはん","約1杯",5,"2016-01-18 09:58:12","2016-01-18 09:58:12"
32460568,3629429,"おにぎらず用ののり","1枚",6,"2016-01-18 09:58:12","2016-01-18 09:58:12"
32460569,3629429,"高菜","大さじ1〜",7,"2016-01-18 09:58:12","2016-01-18 09:58:12"
33541203,3722835,"塩蔵わかめ","30g",1,"2016-03-01 20:36:27","2016-03-01 20:36:27"
33541204,3722835,"えのき","1袋",2,"2016-03-01 20:36:27","2016-03-01 20:36:27"
33541205,3722835,"和風粉末だし","8g",3,"2016-03-01 20:36:27","2016-03-01 20:36:27"
33541206,3722835,"だし醤油","適量",4,"2016-03-01 20:36:27","2016-03-01 20:36:27"
33541207,3722835,"わさび","2cmぐらい",5,"2016-03-01 20:36:27","2016-03-01 20:36:27"
33624145,3729920,"新玉ねぎ","1個",0,"2016-03-05 12:30:43","2016-03-05 12:30:43"
33624146,3729920,"ハム","2〜3枚",1,"2016-03-05 12:30:43","2016-03-05 12:30:43"
33624147,3729920,"トマト缶","1缶",2,"2016-03-05 12:30:43","2016-03-05 12:30:43"
33624449,3729920,"コンソメキューブ","1個",3,"2016-03-05 12:46:07","2016-03-05 12:46:07"
33624248,3729920,"にんにく","1かけ",4,"2016-03-05 12:35:04","2016-03-05 12:35:04"
33624249,3729920,"オリーブオイル","大さじ1〜2",5,"2016-03-05 12:35:04","2016-03-05 12:35:04"
33624250,3729920,"パスタ","300g位",6,"2016-03-05 12:35:04","2016-03-05 12:35:04"
33624450,3729920,"塩胡椒","適量",7,"2016-03-05 12:46:07","2016-03-05 12:46:07"
33994419,3762280,"卵","2個",1,"2016-03-21 17:31:46","2016-03-21 17:31:46"
33994420,3762280,"トリュフ塩","1つまみ",2,"2016-03-21 17:31:46","2016-03-21 17:31:46"
33994421,3762280,"牛乳","大さじ1.5",3,"2016-03-21 17:31:46","2016-03-21 17:31:46"
33994422,3762280,"水溶き片栗粉","少々",4,"2016-03-21 17:31:46","2016-03-21 17:31:46"
33994423,3762280,"サラダ油","適量",5,"2016-03-21 17:31:46","2016-03-21 17:31:46"
34151473,3776150,"パンの耳","食パン4枚分 16片",1,"2016-03-29 08:22:36","2016-03-29 08:22:36"
34151474,3776150,"オリーブオイル","適量",2,"2016-03-29 08:22:36","2016-03-29 08:22:36"
34151475,3776150,"トリュフ塩","適量",3,"2016-03-29 08:22:36","2016-03-29 08:22:36"
34746093,3830820,"ごはん","2/3杯ぐらい。小さいおにぎりを作る分です",1,"2016-04-28 09:41:46","2016-04-28 09:41:46"
34746094,3830820,"焼きそば","適量",2,"2016-04-28 09:41:46","2016-04-28 09:41:46"
34746095,3830820,"ほっぺ用素材","梅干し、明太子、鮭フレークなど適量",3,"2016-04-28 09:41:46","2016-04-28 09:41:46"
34746096,3830820,"顔パーツ用の海苔","適量",4,"2016-04-28 09:41:46","2016-04-28 09:41:46"
34746097,3830820,"おにぎりの中身","お好みで",5,"2016-04-28 09:41:46","2016-04-28 09:41:46"
34761523,3830933,"ジャン(焼き肉のタレ)","大さじ1.5〜2",1,"2016-04-29 00:09:19","2016-04-29 00:09:19"
34761524,3830933,"牛コマ","100g",2,"2016-04-29 00:09:19","2016-04-29 00:09:19"
34761525,3830933,"炒め油","少々",3,"2016-04-29 00:09:19","2016-04-29 00:09:19"
34993264,3852725,"ごはん","1杯",1,"2016-05-11 14:47:33","2016-05-11 14:47:33"
34993265,3852725,"蜂蜜梅干し","1~2こ",2,"2016-05-11 14:47:33","2016-05-11 14:47:33"
34993266,3852725,"白ごま","適量",3,"2016-05-11 14:47:33","2016-05-11 14:47:33"
